sentence	part	category
"הציוד נשלח ככל הנראה על ידי "" החזית העממית "" בהנהגתו של אחמד ג'יבריל "	 החזית העממית 	9.0
נתיב הברחה נוסף הוא ההברחות משטח מצרים דרך מנהרות תת קרקעיות לרצועת עזה 	 מנהרות תת קרקעיות 	16.0
הפלשתינים הגיעו למקום מהכפר חאן יונס 	 הכפר חאן יונס 	15.0
הם גם השליכו בקבוקי תבערה אל משרד הקישור והתיאום במקום 	 בקבוקי תבערה 	1.0
צוות משמר הגבול השיב באש 	 צוות משמר הגבול 	18.0
המשטרה הצבאית פתחה בחקירה 	 המשטרה הצבאית 	18.0
"חייל נח""ל נהרג אתמול בתאונת אימונים בבסיס צה""ל ליד העיר ערד שבדרום הארץ "	 תאונת אימונים 	12.0
בכירים בפתח ' אמרו כי היוזמה הירדנית - מצרית לא תחייב את הארגון 	 יוזמה ירדנית - מצרית 	9.0
אבל , לדבריו , הממשלות עשו מה שחשוב למדינת ישראל 	 מדינת ישראל 	15.0
לאחר הדיון הביע השר לנדאו אכזבה מההחלטה לא לשנות את המצב במקום הקדוש 	 מקום הקדוש 	12.0
הוא אמר כי ההחלטה מצטרפת לשורה של דברים שהוא אינו מרוצה מהם במדיניות הממשלה 	 מדיניות הממשלה 	9.0
"רה""מ שרון נתן הנחייה להתחיל לתכנן יישובים בחולות חלוצה "	 חולות חלוצה 	15.0
בפגישתם מתח הרב ביקורת חריפה על דבריו בעלי האופי האנטישמי של נשיא סוריה בשאר אל - אסד 	 אופי האנטישמי 	8.0
"לדבריו מי שאכפת לו מענייני חוק וסדר מוטב לו כי ידאג שהבג""ץ ייתן תחושת שייכות לכל חלקי הציבור "	 ענייני החוק 	18.0
"באתר החדשות שלו , מותח גם העיתונאי יואב יצחק ביקורת על הכשלים שבמוסד הבג""ץ "	 אתר החדשות 	18.0
בצפון ירושלים נחנך אתמול הקטע הצפוני של כביש מספר אחת , בין פסגת זאב לנווה יעקב 	 קטע הצפוני 	16.0
אורך הכביש שלושה קילומטרים וחצי והוא כולל שני מסלולי נסיעה לכל כיוון 	 מסלולי נסיעה 	16.0
בטקס חנוכת הכביש אמר אתמול השר אפרים סנה כי מימין ומשמאל מעוניינים לחזק את ירושלים ולפתחה 	 חנוכת הכביש 	18.0
"בג""ץ קיבל אתמול עתירה של בני משפחות שכולות מאסון התנגשות המסוקים "	 אסון התנגשות המסוקים 	15.0
שופט שלום האריך את מעצרם של תושבי תפוח החשודים בביצוע מעשי נקם 	 מעשי נקם 	12.0
גשש שטיפל במטען גילה כי עקבות חוט התיל שלו הוליכו לכפר יאסוף 	 חוט התיל 	12.0
"בין העצורים יו""ר המזכירות וחבר כיתת הכוננות "	 כיתת הכוננות 	18.0
עד יום שישי לא צפוי שינוי במזג האוויר גשמים ירדו מדי פעם והטמפרטורות יהיו ללא שינוי 	 מזג האוויר 	12.0
הודעה נמסרה למשפחת החייל 	 משפחת החייל 	9.0
אלוף פיקוד המרכז יצחק איתן מינה ועדת חקירה בראשות אלוף משנה לבדיקת נסיבות האסון 	 פיקוד המרכז 	16.0
המשטרה הצבאית פתחה בחקירת התאונה ועם סיומה יועברו הממצאים לעיון ולחוות דעת הפרקליטות הצבאית 	 הפרקליטות הצבאית 	18.0
הפלשתינים ירו לפני דקות אחדות פצצת מרגמה לעבר גוש קטיף 	 פצצת מרגמה 	12.0
הפצצה נפלה בין חממות היישוב מורג לבין בתי היישוב , התושבים התבקשו להיכנס למקלטים 	 חממות היישוב 	16.0
טרמילים של רובה קלצ'ניקוב נמצאו סביב הגופה ונשקו של הנרצח כנראה נגנב 	 רובה קלצ'ניקוב 	15.0
"מקורות בטחוניים מסרו לסוכנות עתי""ם , שעקבות המחבלים הובילו לכפר חירבת ינון שבנפת שכם "	 מקורות בטחוניים 	12.0
עד כה נעצרו ארבעה פלשתינים החשודים בקשר למעשה הרצח 	 מעשה הרצח 	1.0
"הגורם ציין כי המרגמות נמצאות להערכת צה""ל גם בידי הרשות וגם בידי ארגוני טרור "	 ארגוני הטרור 	18.0
ועדת החוקה של הכנסת אישרה בצהריים את בקשת נשיא בית המשפט העליון ושר המשפטים להרחיב את סמכות בית משפט השלום 	 ועדת החוקה 	18.0
פלשתינים ירו לפני שעה קלה לעבר היישוב פסגות שבבנימין 	 יישוב פסגות 	15.0
"מוקדם יותר יידו הפלשתינים רימון אל כוח של צה""ל סמוך למוצב טרמית הסמוך לרפיח "	 מוצב טרמית 	15.0
ענף אקליפטוס ענק קרס על קבוצת ילדים בני 12 , מצפון הארץ , שהיו בטיול שנתי בירדן ההררי 	 קבוצת ילדים 	4.0
מבית החולים נמסר כי הם סובלים מחבלות בגפיים ועוברים סדרת בדיקות 	 סדרת בדיקות 	4.0
ראש הממשלה אריאל שרון מגלה כי היאכטה הלבנונית שנתפסה שלשום כבר ביצעה ארבעה נסיונות הברחה קודמים של נשק 	 יאכטה הלבנונית 	9.0
שרון שב והדגיש כי המשא ומתן המדיני יתחדש רק כאשר תהיה הפסקה מוחלטת של האלימות 	 משא ומתן מדיני 	18.0
יצחק יעקב מואשם במסירת ידיעה סודית ללא סמכות , בכוונה לפגוע בביטחון המדינה 	 ידיעה סודית 	12.0
הוא אף נפגש עם עיתונאי אמריקני ומסר לו בהרחבה ובפרטי פרטים ידיעות סודיות 	 עיתונאי אמריקני 	12.0
ירידות שערים נרשמות בשעה זו בבורסה לניירות ערך בתל אביב 	 ניירות ערך 	19.0
"מדד תל אביב 100 יורד כעת בכ - 0.6 % . מדדי המעו""ף והתל - טק יורדים בשיעור דומה "	 מדד תל אביב 	18.0
הלוויתו של אריה אורנלדו יוצאת בשעה זו מהיישוב יצהר שבשומרון 	 יישוב יצהר 	15.0
"מועצת יש""ע הודיעה כי בניגוד לפרסומים הקודמים אורנלדו שמר במאחז חוקי ובעל הסדר עם הצבא "	" מועצת יש""ע "	18.0
הלוחמה הפלשתינית תופסת תאוצה באינטרנט 	 לוחמה פלשתינית 	9.0
אבל עכשיו , מסתבר , היא גם פוסעת בצעד בטוח אל עולם משחקי המחשב 	 משחקי המחשב 	12.0
"נציג החברה הסורית אומר כי מטרת המשחק היא כדי ש "" יבינו את הטרור הציוני "" ויטפחו רוח התנגדות "	 נציג החברה הסורית 	19.0
רשות שמורות הטבע החליטה לבדוק את כל העצים בשמורה כדי לגלות האם גם הם עומדים בפני סכנת התמוטטות 	 רשות שמורות הטבע 	18.0
בין בית אל ועפרה בחבל בנימין 	 חבל בנימין 	16.0
"ההפגנה התחילה מצומת פת בצעדה לעבר ביתו של רוה""מ בכיכר פריז בירושלים "	 כיכר פריז 	15.0
"אש פרצה במינהלת התאום והקישור בטול כרם בעקבות ירי מחבלים קודם לכן לעבר בסיס מג""ב במקום "	 מינהלת התאום והקישור 	18.0
עשרות מצבות הופלו בבית הקברות היהודי באושוויץ שבדרום פולין , מסרה הקהילה היהודית של ביילסקו - ביאלה הסמוכה 	 בית הקברות 	16.0
לפני זמן מה רוססו כתובות אנטישמיות על חומות בית הקברות 	 כתובות אנטישמיות 	12.0
ארגונים יהודיים מקומיים בודקים את עלות תיקון הנזקים 	 ארגונים יהודיים 	19.0
זהו המימצא המרכזי עם תחילת חקירת ועדת החקירה , שמונתה לבדיקת נסיבות האירוע 	 ועדת החקירה 	18.0
שתי פצצות מרגמה נפלו הבוקר ליד היישוב ניסנית שבצפון רצועת עזה 	 פצצות מרגמה 	12.0
הבוקר נמצאו גופותיהם של שני נערים בני 14 מן היישוב תקוע באזור ואדי חריטון בחבל יהודה 	 חבל יהודה 	16.0
צוותי חילוץ של המועצה האזורית גוש עציון הם שמצאו את גופות הנערים 	 צוותי חילוץ 	16.0
כך מסר דובר מועצת חוף עזה דני אביב 	 מועצת חוף עזה 	19.0
מסע ההלוויה יצא ממקום מגוריו בשכונת מעלה ישראל בברקן , עבר באיתמר , ומשם המשיך אל בית העלמין ביצהר 	 מסע ההלוויה 	16.0
כתבנו חגי הוברמן מזכיר כי היו גם נסיונות להבריח נשק דרך ים המלח 	 ים המלח 	7.0
"מועצת יש""ע קוראת לצה""ל שלא להמתין לירי מרגמות על יישובי יהודה ושומרון "	 יישובי יהודה ושומרון 	16.0
"היא מבקשת כי צה""ל יפעל במהירות לחיסול תשתית הלחימה של הרש""פ "	 תשתית הלחימה 	16.0
"מנהיג המפד""ל יצחק לוי קורא לממשלה להכריז על מצב מלחמה "	 מצב מלחמה 	12.0
אש נורתה לעבר רכב יהודי שנסע באזור היישוב שבי שומרון , מערבית לשכם 	 רכב יהודי 	9.0
הפלשתינים ירו אמש אל רכב צבאי שנסע סמוך ליישוב בית אל 	 יישוב בית אל 	15.0
ועדת החקירה הממלכתית בראשות השופט ורדי זיילר , שהוקמה בעקבות אסון ורסאי , תתכנס היום בפעם הראשונה בירושלים 	 אסון ורסאי 	15.0
פלשתינים ירו היום בבוקר רמונים נגד טנקים , סמוך לרפיח 	 רמונים נגד טנקים 	16.0
היום נמצאה גופתו של שומר חברת מקורות במושב אחיסמך ליד לוד 	 חברת מקורות 	15.0
בית המשפט הוציא צו על תנאי נגד מינויו של אהוד יתום לתפקיד ראש המטה ללוחמה בטרור במשרד ראש הממשלה 	 המטה ללוחמה בטרור 	18.0
מצב המים : ברוב חלקי גוש דן שוב ניתן לשתות מי ברז , אך בהגבלות 	 גוש דן 	15.0
